# docId	topicIri	latestSearchDate	lastUpdated	lastAuthor	context	contextIri	release	releaseDate	gene	geneOmim	disease	omim	status-overall	status-stg1	status-stg2	status-scoring	outcome	outcomeScoringGroup	intervention	interventionScoringGroup	severity	likelihood	natureOfIntervention	effectiveness	overall
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	TGFBR1	190181	Familial thoracic aortic aneurysms and dissections (FTAAD)	609192	Released	Complete	Complete	Complete	Aortic dilation progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC134	/AC134	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:11:19 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC134	1.0.3	Wed, 04 Aug 2021 00:00:00 -0000	TGFBR2	190182	Familial thoracic aortic aneurysms and dissections (FTAAD)	610168	Released	Complete	Complete	Complete	Aortic dilation progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC114	/AC114	Thu Nov 18 04:23:26 UTC 2021	Thu, 18 Nov 2021 04:24:58 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC114	1.0.0	Wed, 17 Nov 2021 00:00:00 -0000	HFE	613609	Hemochromatosis, Type 1	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC131	/AC131	Wed Aug 28 00:00:00 UTC 2019	Thu, 16 Sep 2021 21:04:14 -0000	Wallace Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC131	1.0.2	Thu, 16 Sep 2021 00:00:00 -0000	KCNQ1	607542	Long QT Syndrome, types 1, 2, and 3	192500	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Beta blockers	GroupA	3	2C	3	3A	11CA
AC131	/AC131	Wed Aug 28 00:00:00 UTC 2019	Thu, 16 Sep 2021 21:04:14 -0000	Wallace Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC131	1.0.2	Thu, 16 Sep 2021 00:00:00 -0000	KCNH2	152427	Long QT Syndrome, types 1, 2, and 3	613688	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Beta blockers	GroupA	3	2C	3	3A	11CA
AC131	/AC131	Wed Aug 28 00:00:00 UTC 2019	Thu, 16 Sep 2021 21:04:14 -0000	Wallace Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC131	1.0.2	Thu, 16 Sep 2021 00:00:00 -0000	KCNQ1	607542	Long QT Syndrome, types 1, 2, and 3	192500	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Avoidance of QT-prolonging medications	GroupA	3	2C	3	2N	10CN
AC131	/AC131	Wed Aug 28 00:00:00 UTC 2019	Thu, 16 Sep 2021 21:04:14 -0000	Wallace Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC131	1.0.2	Thu, 16 Sep 2021 00:00:00 -0000	KCNH2	152427	Long QT Syndrome, types 1, 2, and 3	613688	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Avoidance of QT-prolonging medications	GroupA	3	2C	3	2N	10CN
AC131	/AC131	Wed Aug 28 00:00:00 UTC 2019	Thu, 16 Sep 2021 21:04:14 -0000	Wallace Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC131	1.0.2	Thu, 16 Sep 2021 00:00:00 -0000	SCN5A	600163	Long QT Syndrome, types 1, 2, and 3	603830	Released	Complete	Complete	Complete	Sudden cardiac death	GroupB	Beta blockers	GroupB	3	2C	3	2A	10CA
AC131	/AC131	Wed Aug 28 00:00:00 UTC 2019	Thu, 16 Sep 2021 21:04:14 -0000	Wallace Kathleen	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC131	1.0.2	Thu, 16 Sep 2021 00:00:00 -0000	SCN5A	600163	Long QT Syndrome, types 1, 2, and 3	603830	Released	Complete	Complete	Complete	Sudden cardiac death	GroupB	Avoidance of QT-prolonging medications	GroupB	3	2C	3	3N	11CN
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	FANCA	607139	Fanconi Anemia	227650	Released	Complete	Complete	Complete	Morbidity due to bone marrow failure	GroupA	Evaluation by hematologist with blood counts and bone marrow aspirate to monitor bone marrow failure to initiate further treatment	GroupA	2	3C	2	2B	9CB
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	BRCA2	600185	Fanconi Anemia	605724	Released	Complete	Complete	Complete	Morbidity due to bone marrow failure	GroupA	Evaluation by hematologist with blood counts and bone marrow aspirate to monitor bone marrow failure to initiate further treatment	GroupA	2	3C	2	2B	9CB
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	FANCG	602956	Fanconi Anemia	614082	Released	Complete	Complete	Complete	Morbidity due to bone marrow failure	GroupA	Evaluation by hematologist with blood counts and bone marrow aspirate to monitor bone marrow failure to initiate further treatment	GroupA	2	3C	2	2B	9CB
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	BRIP1	605882	Fanconi Anemia	609054	Released	Complete	Complete	Complete	Morbidity due to bone marrow failure	GroupA	Evaluation by hematologist with blood counts and bone marrow aspirate to monitor bone marrow failure to initiate further treatment	GroupA	2	3C	2	2B	9CB
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	FANCC	613899	Fanconi Anemia	613899	Released	Complete	Complete	Complete	Morbidity due to bone marrow failure	GroupA	Evaluation by hematologist with blood counts and bone marrow aspirate to monitor bone marrow failure to initiate further treatment	GroupA	2	3C	2	2B	9CB
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	PALB2	610355	Fanconi Anemia	610832	Released	Complete	Complete	Complete	Morbidity due to bone marrow failure	GroupA	Evaluation by hematologist with blood counts and bone marrow aspirate to monitor bone marrow failure to initiate further treatment	GroupA	2	3C	2	2B	9CB
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	FANCA	607139	Fanconi Anemia	227650	Released	Complete	Complete	Complete	Morbidity due to FA-related solid tumors	GroupA	Evaluation by provider with experience in FA to detect solid tumors and initiate treatment	GroupA	2	2C	3	1C	8CC
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	BRCA2	600185	Fanconi Anemia	605724	Released	Complete	Complete	Complete	Morbidity due to FA-related solid tumors	GroupA	Evaluation by provider with experience in FA to detect solid tumors and initiate treatment	GroupA	2	2C	3	1C	8CC
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	FANCG	602956	Fanconi Anemia	614082	Released	Complete	Complete	Complete	Morbidity due to FA-related solid tumors	GroupA	Evaluation by provider with experience in FA to detect solid tumors and initiate treatment	GroupA	2	2C	3	1C	8CC
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	BRIP1	605882	Fanconi Anemia	609054	Released	Complete	Complete	Complete	Morbidity due to FA-related solid tumors	GroupA	Evaluation by provider with experience in FA to detect solid tumors and initiate treatment	GroupA	2	2C	3	1C	8CC
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	FANCC	613899	Fanconi Anemia	613899	Released	Complete	Complete	Complete	Morbidity due to FA-related solid tumors	GroupA	Evaluation by provider with experience in FA to detect solid tumors and initiate treatment	GroupA	2	2C	3	1C	8CC
AC1008	/AC1008	Mon Oct 28 00:00:00 UTC 2019	Mon, 29 Mar 2021 22:02:25 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1008	1.0.2	Mon, 29 Mar 2021 00:00:00 -0000	PALB2	610355	Fanconi Anemia	610832	Released	Complete	Complete	Complete	Morbidity due to FA-related solid tumors	GroupA	Evaluation by provider with experience in FA to detect solid tumors and initiate treatment	GroupA	2	2C	3	1C	8CC
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607014	Released	Complete	Complete	Complete	Severe neurocognitive delay	GroupA	Enzyme replacement therapy	GroupA	2	3A	2	0A	7AA
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607015	Released	Complete	Complete	Complete	Severe neurocognitive delay	GroupA	Enzyme replacement therapy	GroupA	2	3A	2	0A	7AA
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607016	Released	Complete	Complete	Complete	Severe neurocognitive delay	GroupA	Enzyme replacement therapy	GroupA	2	3A	2	0A	7AA
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607014	Released	Complete	Complete	Complete	Severe neurocognitive delay	GroupA	Hematopoietic stem cell transplantation before age 2.5 years	GroupA	2	3A	1	2B	8AB
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607015	Released	Complete	Complete	Complete	Severe neurocognitive delay	GroupA	Hematopoietic stem cell transplantation before age 2.5 years	GroupA	2	3A	1	2B	8AB
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607016	Released	Complete	Complete	Complete	Severe neurocognitive delay	GroupA	Hematopoietic stem cell transplantation before age 2.5 years	GroupA	2	3A	1	2B	8AB
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607014	Released	Complete	Complete	Complete	Death due to cardiorespiratory failure	GroupA	Enzyme replacement therapy	GroupA	2	3C	2	1B	8CB
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607015	Released	Complete	Complete	Complete	Death due to cardiorespiratory failure	GroupA	Enzyme replacement therapy	GroupA	2	3C	2	1B	8CB
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607016	Released	Complete	Complete	Complete	Death due to cardiorespiratory failure	GroupA	Enzyme replacement therapy	GroupA	2	3C	2	1B	8CB
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607014	Released	Complete	Complete	Complete	Death due to cardiorespiratory failure	GroupA	Hematopoietic stem cell transplantation before age 2.5 years	GroupA	2	3C	1	2B	8CB
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607015	Released	Complete	Complete	Complete	Death due to cardiorespiratory failure	GroupA	Hematopoietic stem cell transplantation before age 2.5 years	GroupA	2	3C	1	2B	8CB
AC006	/AC006	Wed Aug 08 00:00:00 UTC 2018	Tue, 28 Apr 2020 22:02:35 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC006	1.1.2	Tue, 28 Apr 2020 00:00:00 -0000	IDUA	252800	Mucopolysaccharidosis type I	607016	Released	Complete	Complete	Complete	Death due to cardiorespiratory failure	GroupA	Hematopoietic stem cell transplantation before age 2.5 years	GroupA	2	3C	1	2B	8CB
AC1026	/AC1026	Tue Jun 01 00:00:00 UTC 2021	Wed, 15 Sep 2021 22:37:48 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1026	1.0.2	Wed, 15 Sep 2021 00:00:00 -0000	PPP1CB	600590	Noonan syndrome-like with loose anagen hair	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC1026	/AC1026	Tue Jun 01 00:00:00 UTC 2021	Wed, 15 Sep 2021 22:37:48 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC1026	1.0.2	Wed, 15 Sep 2021 00:00:00 -0000	SHOC2	602775	Noonan syndrome-like with loose anagen hair	(No paired disease(s) for gene)	Released	Failed	Incomplete	Incomplete		N/A		N/A					
AC068	/AC068	Fri Mar 26 00:00:00 UTC 2021	Wed, 21 Jul 2021 23:22:08 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC068	1.0.0	Wed, 21 Jul 2021 00:00:00 -0000	TP53	191170	Li-Fraumeni Syndrome	151623	Released	Complete	Complete	Complete	Morbidity and mortality from Li Fraumeni syndrome-associated cancers	GroupA	Cancer surveillance	GroupA	2	3C	2	2B	9CB
AC068	/AC068	Fri Mar 26 00:00:00 UTC 2021	Wed, 21 Jul 2021 23:22:08 -0000	Hunter Jessica	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC068	1.0.0	Wed, 21 Jul 2021 00:00:00 -0000	TP53	191170	Li-Fraumeni Syndrome	151623	Released	Complete	Complete	Complete	Morbidity and mortality from Li Fraumeni syndrome-associated cancers	GroupA	Avoidance of radiotherapy	GroupA	2	3C	3	0B	8CB
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:12:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC067	1.0.2	Wed, 04 Aug 2021 00:00:00 -0000	SMAD3	603109	Loeys-Dietz Syndrome	613795	Released	Complete	Complete	Complete	Clinically Significant Aortic Aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:12:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC067	1.0.2	Wed, 04 Aug 2021 00:00:00 -0000	TGFB2	190220	Loeys-Dietz Syndrome	614816	Released	Complete	Complete	Complete	Clinically Significant Aortic Aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:12:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC067	1.0.2	Wed, 04 Aug 2021 00:00:00 -0000	TGFB3	190230	Loeys-Dietz Syndrome	615582	Released	Complete	Complete	Complete	Clinically Significant Aortic Aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:12:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC067	1.0.2	Wed, 04 Aug 2021 00:00:00 -0000	TGFBR1	190181	Loeys-Dietz Syndrome	609192	Released	Complete	Complete	Complete	Clinically Significant Aortic Aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:12:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC067	1.0.2	Wed, 04 Aug 2021 00:00:00 -0000	TGFBR2	190182	Loeys-Dietz Syndrome	610168	Released	Complete	Complete	Complete	Clinically Significant Aortic Aneurysm	GroupA	Aortic surveillance	GroupA	3	3C	3	3C	12CC
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:12:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC067	1.0.2	Wed, 04 Aug 2021 00:00:00 -0000	SMAD3	603109	Loeys-Dietz Syndrome	613795	Released	Complete	Complete	Complete	Aortic Dilation Progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:12:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC067	1.0.2	Wed, 04 Aug 2021 00:00:00 -0000	TGFB2	190220	Loeys-Dietz Syndrome	614816	Released	Complete	Complete	Complete	Aortic Dilation Progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:12:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC067	1.0.2	Wed, 04 Aug 2021 00:00:00 -0000	TGFB3	190230	Loeys-Dietz Syndrome	615582	Released	Complete	Complete	Complete	Aortic Dilation Progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:12:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC067	1.0.2	Wed, 04 Aug 2021 00:00:00 -0000	TGFBR1	190181	Loeys-Dietz Syndrome	609192	Released	Complete	Complete	Complete	Aortic Dilation Progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC067	/AC067	Fri Mar 01 00:00:00 UTC 2019	Wed, 04 Aug 2021 21:12:21 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC067	1.0.2	Wed, 04 Aug 2021 00:00:00 -0000	TGFBR2	190182	Loeys-Dietz Syndrome	610168	Released	Complete	Complete	Complete	Aortic Dilation Progression	GroupA	Pharmacotherapy	GroupA	3	3C	3	2B	11CB
AC132	/AC132	Wed Sep 02 00:00:00 UTC 2020	Tue, 30 Mar 2021 00:39:43 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC132	1.0.0	Mon, 29 Mar 2021 00:00:00 -0000	COL3A1	120180	Vascular Ehlers-Danlos Syndrome	130050	Released	Complete	Complete	Complete	Morbidity and mortality from arterial or organ rupture	GroupA	Referral to specialists to guide appropriate risk management including surveillance for aneurysm	GroupA	3	2C	3	1D	9CD
AC008	/AC008	Thu Nov 01 00:00:00 UTC 2018	Wed, 17 Nov 2021 23:41:06 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC008	1.2.3	Wed, 17 Nov 2021 00:00:00 -0000	ALDOB	612724	Hereditary fructose intolerance	229600	Released	Complete	Complete	Complete	Morbidity associated with hereditary fructose intolerance	GroupA	Dietary restriction of fructose, sucrose, and sorbitol	GroupA	2	3N	2	3C	10NC
AC008	/AC008	Thu Nov 01 00:00:00 UTC 2018	Wed, 17 Nov 2021 23:41:06 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC008	1.2.3	Wed, 17 Nov 2021 00:00:00 -0000	ALDOB	612724	Hereditary fructose intolerance	229600	Released	Complete	Complete	Complete	Organ failure from acute exposure to fructose, sucrose, and sorbitol	GroupA	Avoidance of iatrogenic or acute exposure to fructose, sucrose, and sorbitol	GroupA	2	0N	3	3C	8NC
AC157	/AC157	Mon Sep 17 00:00:00 UTC 2018	Wed, 06 Oct 2021 21:36:52 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC157	1.1.4	Wed, 06 Oct 2021 00:00:00 -0000	CP	117700	Aceruloplasminemia	604290	Released	Complete	Complete	Complete	Morbidity due to iron accumulation	GroupA	Iron chelation and avoidance of iron supplementation	GroupA	2	3C	2	1D	8CD
AC157	/AC157	Mon Sep 17 00:00:00 UTC 2018	Wed, 06 Oct 2021 21:36:52 -0000	Pak Christine	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC157	1.1.4	Wed, 06 Oct 2021 00:00:00 -0000	CP	117700	Aceruloplasminemia	604290	Released	Complete	Complete	Complete	Morbidity due to diabetes mellitus resulting from iron accumulation	GroupA	Screening for diabetes mellitus	GroupA	2	3C	3	2C	10CC
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC042	1.0.0	Mon, 20 Sep 2021 00:00:00 -0000	RYR2	180902	Catecholaminergic Polymorphic Ventricular Tachycardia	604772	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Antiarrhythmic therapy with beta-blockers and consideration for more intensive therapies as indicated	GroupA	3	3C	3	3A	12CA
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC042	1.0.0	Mon, 20 Sep 2021 00:00:00 -0000	CASQ2	114251	Catecholaminergic Polymorphic Ventricular Tachycardia	611938	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Antiarrhythmic therapy with beta-blockers and consideration for more intensive therapies as indicated	GroupA	3	3C	3	3A	12CA
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC042	1.0.0	Mon, 20 Sep 2021 00:00:00 -0000	TRDN	603283	Catecholaminergic Polymorphic Ventricular Tachycardia	615441	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Antiarrhythmic therapy with beta-blockers and consideration for more intensive therapies as indicated	GroupA	3	3C	3	3A	12CA
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC042	1.0.0	Mon, 20 Sep 2021 00:00:00 -0000	CALM1	114180	Catecholaminergic Polymorphic Ventricular Tachycardia	614916	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Antiarrhythmic therapy with beta-blockers and consideration for more intensive therapies as indicated	GroupA	3	3C	3	3A	12CA
AC042	/AC042	Thu Mar 11 00:00:00 UTC 2021	Mon, 20 Sep 2021 22:21:55 -0000	Gilmore Mari	Pediatric	https://actionability.clinicalgenome.org/ac/Pediatric/api/sepio/doc/AC042	1.0.0	Mon, 20 Sep 2021 00:00:00 -0000	CALM2	114182	Catecholaminergic Polymorphic Ventricular Tachycardia	616249	Released	Complete	Complete	Complete	Sudden cardiac death	GroupA	Antiarrhythmic therapy with beta-blockers and consideration for more intensive therapies as indicated	GroupA	3	3C	3	3A	12CA
